P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P3(dBm),Fre3(MHz),W3(MHz),d3(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,25.8,212.0,1.996,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,2.324,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.793,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.77,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.973,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.063,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.794,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,0.566,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,4.397,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,2.398,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.249,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.967,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.108,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.521,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.0,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.841,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.981,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.88,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.399,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.424,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.936,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,20.1,165.0,3.586,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,2.288,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,17.2,141.0,2.569,29.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,21.5,176.0,2.426,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,2.116,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.444,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,1.378,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.918,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.887,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,1.314,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.951,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.637,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.775,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,24.4,200.0,0.921,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,23.0,188.0,0.828,5.9
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,4.43,186.0,0.776,7.1
