P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P3(dBm),Fre3(MHz),W3(MHz),d3(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,12.9,106.0,0.679,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.642,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.596,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.089,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,0.84,33.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.719,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.549,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.417,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,0.301,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.365,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.034,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,1.221,33.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.137,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,2.195,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.8,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.5,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,2.579,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,1.902,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.332,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,7.18,58.8,1.198,38.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.947,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.845,30.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,0.795,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,7.18,58.8,0.751,29.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.696,30.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,0.796,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.098,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,0.976,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.887,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,1.081,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,2.114,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.566,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.633,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,2.611,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.739,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.268,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.348,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,2.115,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,7.18,58.8,1.54,29.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.518,30.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,6.087,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,4.589,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,4.676,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,3.23,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,2.918,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,2.075,14.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,12.9,106.0,1.442,10.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,2.384,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,2.012,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,7.18,58.8,1.653,38.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,1.233,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.0,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.887,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,7.18,58.8,1.41,38.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,8.61,70.6,1.156,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,10.0,82.3,0.973,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,0.899,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,1.38,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,20,20,5220,80,30,11.5,94.1,0.933,11.0
