P1(dBm),Fre1(MHz),W1(MHz),d1(cm),P2(dBm),Fre2(MHz),W2(MHz),d2(cm),P4(dBm),Fre4(MHz),W4(MHz),d4(cm),Transfer(KBytes),Bandwidth(Kbits/sec),Jitter(ms),Loss_Rate(%)
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.674,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.803,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.73,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.75,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.712,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.685,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.415,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.384,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.461,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.366,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.496,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.379,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.326,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.632,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.589,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.349,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.303,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.483,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.531,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.034,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.865,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.714,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.508,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.531,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.443,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.405,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.5,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.531,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.479,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.373,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.699,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.559,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.442,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.262,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.566,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.415,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.275,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.176,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.267,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.509,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.521,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.477,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.638,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.518,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.53,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.529,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.929,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.606,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.396,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.611,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.532,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.411,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.464,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.361,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.55,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.382,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.503,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.078,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.254,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.938,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.906,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.7,22.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.593,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.745,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.679,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.596,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.437,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.316,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.486,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.463,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.58,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.848,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,2.566,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.76,20.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.125,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.87,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.712,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.694,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.708,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.54,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.708,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,1.195,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.358,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.008,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.747,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.701,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.696,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.533,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.717,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.541,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.696,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.507,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.517,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.402,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.379,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.587,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.625,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.821,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.718,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.712,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.724,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.547,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.843,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.747,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.645,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.878,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.146,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.924,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.672,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.938,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.649,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.463,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.534,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.45,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.403,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,1.143,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.934,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,8.61,70.6,0.879,25.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,12.9,106.0,0.67,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,10.0,82.3,0.522,12.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.439,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.444,0.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.296,11.0
20,5220,80,0,20,5220,80,10,20,5220,80,30,11.5,94.1,0.438,0.0
